"GEO_ID","NAME","B15003_001E","B15003_001M","B15003_002E","B15003_002M","B15003_003E","B15003_003M","B15003_004E","B15003_004M","B15003_005E","B15003_005M","B15003_006E","B15003_006M","B15003_007E","B15003_007M","B15003_008E","B15003_008M","B15003_009E","B15003_009M","B15003_010E","B15003_010M","B15003_011E","B15003_011M","B15003_012E","B15003_012M","B15003_013E","B15003_013M","B15003_014E","B15003_014M","B15003_015E","B15003_015M","B15003_016E","B15003_016M","B15003_017E","B15003_017M","B15003_018E","B15003_018M","B15003_019E","B15003_019M","B15003_020E","B15003_020M","B15003_021E","B15003_021M","B15003_022E","B15003_022M","B15003_023E","B15003_023M","B15003_024E","B15003_024M","B15003_025E","B15003_025M",
"0500000US29197","Schuyler County, Missouri","3034","5","36","28","1","2","0","12","0","12","0","12","0","12","0","12","1","5","8","12","0","12","86","46","14","9","64","39","68","32","68","50","1212","130","202","71","279","68","298","58","417","103","185","68","82","31","11","9","2","3",
"0500000US29199","Scotland County, Missouri","3074","18","8","13","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","428","120","35","38","94","61","30","35","29","26","1126","145","122","44","161","56","366","101","218","77","269","95","146","60","21","24","21","22",
"0500000US29201","Scott County, Missouri","26176","188","324","125","0","25","0","25","0","25","0","25","35","27","23","27","49","35","129","91","156","77","760","202","519","135","895","300","627","171","458","162","8871","498","1100","185","1843","246","3576","482","1631","248","3184","407","1643","336","270","109","83","56",
"0500000US29203","Shannon County, Missouri","5866","54","52","39","0","17","0","17","0","17","0","17","0","17","0","17","3","7","26","26","29","25","132","72","275","114","252","92","259","105","25","21","2323","278","330","95","342","124","462","130","508","262","511","116","315","89","19","19","3","5",
"0500000US29205","Shelby County, Missouri","4138","40","20","16","2","3","0","17","0","17","0","17","0","17","0","17","0","17","0","17","5","7","82","47","34","23","156","68","57","27","58","24","1631","153","125","37","330","69","588","123","248","71","549","115","146","41","75","41","32","25",
"0500000US29207","Stoddard County, Missouri","20534","78","291","126","69","86","0","22","0","22","0","22","43","32","20","27","2","4","58","46","206","93","790","187","506","177","955","247","877","215","334","113","7273","450","1434","250","1585","196","2268","380","1304","238","1750","234","676","172","49","44","44","37",
"0500000US29209","Stone County, Missouri","24716","76","127","78","34","56","0","25","0","25","0","25","2","3","5","8","3","6","53","67","34","32","365","149","284","103","591","202","892","204","395","129","7105","522","1125","236","2522","365","3821","402","2463","374","3366","367","1138","260","233","85","158","81",
"0500000US29211","Sullivan County, Missouri","4325","84","90","50","4","8","0","17","0","17","0","17","0","17","9","13","0","17","53","60","38","30","105","56","88","49","89","37","64","21","87","41","1776","159","286","76","309","82","390","89","281","74","417","93","154","51","40","32","45","35",
"0500000US29213","Taney County, Missouri","38713","244","182","108","4","6","0","28","0","28","6","13","0","28","17","24","15","23","124","81","28","29","368","153","576","300","470","151","1256","290","718","259","11153","779","2176","427","3940","522","6264","595","3211","378","5633","688","1833","327","444","182","295","120",
"0500000US29215","Texas County, Missouri","18130","239","90","46","0","22","0","22","0","22","2","4","13","20","10","16","4","7","6","7","11","11","704","229","592","249","647","212","503","148","252","112","5738","473","1371","259","1473","274","2876","395","1160","258","1647","308","914","262","54","35","63","56",
"0500000US29217","Vernon County, Missouri","13730","126","45","31","0","22","0","22","0","22","0","22","0","22","0","22","10","14","5","8","30","24","474","135","174","70","381","123","285","99","201","84","4992","420","620","154","938","186","1793","288","1376","309","1442","301","631","150","218","108","115","85",
"0500000US29219","Warren County, Missouri","24141","224","460","225","0","25","0","25","0","25","0","25","6","10","0","25","52","74","32","35","1","2","243","131","459","195","416","152","558","166","305","127","7702","618","1206","324","2007","380","3817","490","2182","403","3124","493","1259","302","181","82","131","86",
"0500000US29221","Washington County, Missouri","17194","141","173","82","0","22","0","22","16","24","0","22","0","22","0","22","0","22","35","36","114","86","663","155","452","152","1265","279","649","178","142","63","5477","507","1285","252","1168","254","2537","356","1253","231","1335","286","565","139","53","47","12","16",
"0500000US29223","Wayne County, Missouri","9614","81","77","59","0","19","0","19","44","66","0","19","10","16","10","16","0","19","39","35","105","71","208","80","261","98","380","129","499","165","173","77","3400","401","767","156","753","212","1402","273","534","145","680","212","206","94","37","33","29","34",
"0500000US29225","Webster County, Missouri","25305","155","109","48","7","9","0","25","0","25","0","25","14","13","3","5","27","31","73","60","25","25","1020","308","286","100","551","132","600","157","620","169","8258","529","1248","172","2370","298","3510","327","2110","330","2863","358","1240","303","259","90","112","56",
"0500000US29227","Worth County, Missouri","1439","32","23","18","0","12","0","12","4","7","0","12","0","12","0","12","23","28","0","12","0","12","9","13","37","24","7","8","19","13","19","10","562","60","73","33","84","32","203","43","113","43","175","39","60","30","11","11","17","28",
"0500000US29229","Wright County, Missouri","12285","44","130","64","0","19","0","19","0","19","5","8","3","6","8","11","0","19","40","40","47","41","645","187","283","105","369","146","416","130","396","167","4244","367","829","185","975","247","1484","237","1065","249","942","283","315","126","64","44","25","23",
"0500000US29510","St. Louis city, Missouri","218594","60","2823","442","91","83","29","30","78","101","92","66","214","112","153","83","183","95","622","205","639","264","2014","356","2566","366","3943","445","6720","645","4429","601","43846","1548","9022","789","12054","1063","33829","1534","13848","914","44747","1810","24229","1261","7019","719","5404","548",
